,voter,vote,weight
1429,osmo1880z6724rrl8dnlmt82v59uw7ek0dvayf3pjyx,NO,792000000
1430,osmo188sa4f8yyps5g7r3kzu0arurujjp8z9rraqnzp,YES,0
1431,osmo1885hfy6ske9z5em9s4666s65272gr48u7n9u8d,ABSTAIN,56571197
1432,osmo1887luax723n9klxjm7pgkcxmun2suty8qekcx0,YES,636400000
1433,osmo18g9m8z45spxd7r9ywaqypwkx52pu6mv50qjz0m,VETO,0
1434,osmo18gdrjghdaj2j2mzwzvw7fnw94zd9jgjja0fnv6,YES,4100000
1435,osmo18gs29dp5c0jvsq8x0z994vwr90yr637alsuyj4,YES,0
1436,osmo18g48y74eezzr5m2zzpwrmjpd68pwgwzgrm0wc6,YES,8941494
1437,osmo18g6ghwrtjk90j3l8mc40p2pgzrgs7jv522zznn,ABSTAIN,25500000
1438,osmo18g6g7d26ec0hc5v83s2ynurlyknd8f35xfkrhw,YES,60595297
1439,osmo18g7rgkmsf9clhy77kuf7ayaxvq640m3d89zgdj,YES,12500000
1440,osmo18g7jfkn3ftmy79f7fy4qmxrg56t9m0v3hmdmua,YES,0
1441,osmo18fxaryvcw6a633vc02ya65l9mj9a5e3zg43ekh,VETO,58494387
1442,osmo18fsjnczpsvjlg7u0p2npv9hpm9f0cqk2cufvxx,YES,0
1443,osmo18fsavg0f56ek5hen6t26puf54cxvwngvumhslx,YES,10000000
1444,osmo18fj5h37y6knrzytm5qth7aezenxj7s64aj7ts4,NO,672050000
1445,osmo18fut8h6phelkvcljup47d2afd4g7fwd4dhna29,YES,228722419
1446,osmo182xlpqjrrcw9nxd8g2chzzwygx3zuk8mg6ntw3,YES,2531000000
1447,osmo182d4fx786tal2wxl2jcymxe90ukynwqprmg0z8,YES,15764590
1448,osmo18209hfrqcwvu9gufukf73v0y0kmwlzzeymlr49,YES,600000000
1449,osmo182ksarhnufa98mhjq0gqcxmaqz73tmxgktqygn,NO,1988599
1450,osmo182erkzsfd60f5rj5pl9kvqe2qcljzuzjz42h0s,NO,609670864
1451,osmo182mzj3c7hg96fsaratn0wt2khgtgxgvl6e0n7v,YES,446000000
1452,osmo182m98yayxyzek46m2dyxpepuauh60wavqgxy77,YES,2000000
1453,osmo182mvfd3m8fr4u74j3skvwnd3mrz56lalskn85p,YES,0
1454,osmo18t6l5m0vs5995h9mr9ngkh8vvq7aq3ah2trv5m,YES,19322778531
1455,osmo18v2m9zc7lesqyj2wewnfcp8cre6p7xqwqsuaqq,NO,93934868
1456,osmo18v5q7gqat8ukh040exz8xjmgs8p2ml33p239mn,NO,129902387
1457,osmo18v5xdls0p3a72ucmj5gmedfakxdwr8yly7rd3k,YES,10120000
1458,osmo18dpnjxslnrv6jryek3weqs5ndukussumrvnmj8,NO,61417000
1459,osmo18dz98yp632c4px3wmv4zpyhqtt466prjwf4e5e,YES,188000000
1460,osmo18drgt2925ckcud8wtrxcgscl8udmnr6wlk3gap,YES,1500000000
1461,osmo18dy787n4srssn7nrs3u308emvsqj2d64ztfh2p,ABSTAIN,2698130408
1462,osmo18dvnuugu7j67qyd3pxk6kla57ww9nvx8vny3d7,ABSTAIN,1349800
1463,osmo18d63lwa3ej9q8ux9sfxmt27fftdk3nqctj38fq,YES,222000000
1464,osmo18d65e5edaj5vgr9xfzxsdm54xprmjrpxvmr7z3,YES,26604120
1465,osmo18wzzn5cd8ws8fu5lkw2y0nmp6vurerwrnzgnej,NO,0
1466,osmo18wjdmkgx2swp60sfc0pytrz2ky55l3pz07fe9h,YES,49080105
1467,osmo18wl44htcpdr2utcl35kxlx8msj4m2r7mr4275u,VETO,250027464
1468,osmo180pdyeng2am7mmqwm9ruvftsddmd2vyj3gaxx0,YES,0
1469,osmo180temxfldsrfa66aljp083nsru48q882djfzvk,NO,4000000000
1470,osmo180vda52m6nlc0wqyy6ls9lh0ul2tx33u60f0qz,ABSTAIN,2409939
1471,osmo180v0kukrnjnpmw2y9ey85wrm2ckju88qyn3jx5,YES,535000000
1472,osmo180vkqvqllngz6sh9tgsagzwrh5d6xxmc6pvn8p,YES,1031007
1473,osmo1803qu7enwst2ngr8tdta3k0h8wdl60tm6urju5,YES,67237302
1474,osmo180c39urf2eekhssxxq2pn44smx7zw2r2sskq2c,YES,1775000000
1475,osmo18063de3eg3a2dqt7xqxhku3excxamvj0qa94rs,NO,129412311
1476,osmo180u2pakfaczrurlw89wgmqr9qv7mt6q47np4kt,YES,42543425
1477,osmo1807777ncjmjzq5gpz9k9hxevgtzmmu32uvaf9g,NO,969832011
1478,osmo18s00v33e2mxxcpq6cug4mqt3f0nezmmlpa4htd,YES,76628784
1479,osmo18sn4spm78jsyensvn5mlk7txj3jjwdfjfrqnec,ABSTAIN,11200000
1480,osmo183xw8l4vs7jxx872hucdp56dfgansunz0uwcjk,YES,785000000
1481,osmo183nnun3xl7amzskn3apmnx7h6gwr427c5gr4ez,YES,82101976
1482,osmo18359mjlfkp5s9ev8tw798m8xcc8lrq0kw9pk58,YES,420000000
1483,osmo1835atqr8fz4kx2sdv49ldseu6gmcr2j5upny5a,YES,29419
1484,osmo18jtdwtr8rltlzfcuwd9rrk9z9hhfqc9rs4yj9e,YES,143300000
1485,osmo18jtj2tpzcd6vd0kkdcfdsymgzlmclw9ef8w4s2,YES,1936000000
1486,osmo18jj8eq7xpyqdv9cdxpyxn0ulspmhx424tt60va,YES,48082396929
1487,osmo18jnqnds9xg085c3wr730ck4fvr6c0gu8taqtzh,ABSTAIN,2600000000
1488,osmo18jkq8aws4e53qanhyrxjstdzmp7hee6jnxa6ga,VETO,20000
1489,osmo18jkqmqy6vdqz30a7jndvl9mg7dr0x62f9punrk,YES,25724
1490,osmo18jkjv75rvae3cq4uayzzwwhfe5zxtg0g6h0mwv,NO,20000000
1491,osmo18jmylp5ddfhv4gzzm0lrvk92xy9aa6x59s94zr,YES,9000000000
1492,osmo18jlc56v4gxux4wcah5njcnkxv6lde2hngtgjym,YES,135550000
1493,osmo18nqq9mxuqj5dkq7flem9elc62v49nawmdmv56u,ABSTAIN,0
1494,osmo18n8dvfsynm7m4znwd74vt40znhukefpkpv6ve8,YES,506077168
1495,osmo18nft3jyfm73rk3jn6z4ug4ya4tquwljhksvsej,YES,2060000000
1496,osmo18n25k2xq73w6cx5tev3sh3xngt775jg0vrg4ny,YES,0
1497,osmo18ns9ffvwgd4kgtq0tep50s27rquvdysphpj4hx,NO,290609799
1498,osmo18n3vlcthxv5s2s4zgjdrjr5a6lw9e7tm09jk8t,YES,2653716749
1499,osmo18n4na5m9kmhnv6jkmmku9qxa5zj2v7sf3lndfw,YES,4314059
1500,osmo18nhxaevvwfmanjqfqg363xu98rgfxezl0aw57x,YES,51000000
1501,osmo185qrvpw4sp3d6j47kv6407d47haglre2d4awza,YES,52275247
1502,osmo18594dxkqj47uhfahl7wwuvtsqj7cpe99rp679v,YES,60000000
1503,osmo1852a6wrkl80dn2c38g7rhwmx347kefhh234kpk,VETO,32992433
1504,osmo185jzean9qr88j9wd6lykjm0m9ka73a8ww6ed25,YES,100000
1505,osmo185uz5fmgkfj65rncnwak76j6075zvgrqudxm7s,NO,342300000
1506,osmo184p2jhsjxfgjdthxxnnpwxusvusd3uyf4wlpd8,YES,832010436
1507,osmo1849aeae0zp80s9e27cvpanxvqhj9j5tcsnrlcr,NO,2816611413
1508,osmo184flzy33mgp8e5yqmu7r4rlu0eddsl2sxyldnm,YES,100000000
1509,osmo184s9qu2mcy4mpkxc8zwsmsfn3fazmxpewj9nfm,YES,89008000
1510,osmo184nh97e32hu6625kfyyp2zdzdlf69sxexrvep6,NO,0
1511,osmo18k8rzkm9lysg8ktl7np7gdlkm5yyr9yvhvzfr5,ABSTAIN,2151349798
1512,osmo18k8sr8dmsllf9jnfw0qnjmumflh8a6hy4zajz3,YES,2896345
1513,osmo18kfsu2qw34crm4fsjeze6n0nv8hhv7llqp74zx,YES,1245380665
1514,osmo18kfmzlwmg9fkxudkvutd9c44ch8xgw5jrz630r,VETO,23800000
1515,osmo18kv06vlkvw6yjwm6yey465rtuq5zk4favtv06p,NO,20385221
1516,osmo18kw6wv03lfk0usx30da9auzhx7ym5ue697m60v,YES,15000000
1517,osmo18kjhns8e56ggmlnrphjv89yhcuvuuw7rxynw4u,ABSTAIN,10000000
1518,osmo18kc40cfgnmv5tkdvuf4ejg5d3ft4rygj633lht,ABSTAIN,10000000
1519,osmo18h050qrpj8x6dztfv7d7ul0k7pd93ttkh9arec,YES,20766629
1520,osmo18h5zds6dvdu0r50cgrh30nrechqqkpkpl95kf4,YES,25200000
1521,osmo18hcyvzmgmc3zt83653ljnel8zjasaclck89ljq,YES,51768162
1522,osmo18hep38745h0rg24wtgem7sw69lp65t0t6qsydw,NO,301000000
1523,osmo18hu7u4cvkl9xms3kpghd4gk2d6kut9vjy420s4,YES,23720000
1524,osmo18cp9xjnsnld3840hdnl3jmzsr83raqdhfr544d,ABSTAIN,56633686
1525,osmo18cryaqrxdcn93nnj2puqpqffpawdqgvlq6h9p0,NO,5671000000
1526,osmo18cx0e220y0vlthllu60s34tst9w88y3ljt8542,YES,101190000
1527,osmo18ercclz0w3jgfqudjxf3pr47yve2qen5fsj290,NO,10564442
1528,osmo18ey9vs9cj4sszkuwapkh7w6czwnlqcxu8fwlcn,YES,67252316
1529,osmo18e9g3kfkzc9n9aet5c9eqwvt6ay5raar8m9e6q,YES,1750000000
1530,osmo18etwx78wywl6k8e8z76de5sn50nzhuq8xudwv4,YES,6000181880
1531,osmo18ejuuy6ekhe9f0r837m03y0k4xq9y7tqgmxa5u,ABSTAIN,1144000000
1532,osmo18ekyky37lmusj9rsfru7f5w7p0krcfr6ncyac7,YES,550000000
1533,osmo18ekace4v27tnrz6ux5hgqkura5hcz9vycdcu6w,YES,91781816
1534,osmo18e73ahwkz3d86g0w4yp4mhqswtx9q3kfsmv2ve,YES,300000000
1535,osmo186ta03dp9ajgx5t2wt6jwruvdmasd2u3805tm8,YES,175791763
1536,osmo186sj2kq43zzeyn85pngf8rqdjqt647yghpcx7w,YES,98000000
1537,osmo1863fycsmax925ztwfg4vcguyhfgm3lfngvmc8p,NO,30000000
1538,osmo186hff5xzsd9stm4flvcvlgrxwcsvjfd84c0acf,YES,1233085300
1539,osmo186uwv33fxw793d4d4066jqex8u9r0khy299qak,YES,13647772
1540,osmo18u9qxcff3sylzfpeqwe9p5zxcu8wffsz663zz8,YES,3034673837
1541,osmo18u9622u6tw2z6evksfrq9mj4xdsu0rf035h2tz,YES,592184
1542,osmo18utmyq343u8kka46xjc9l9m47a2uuwgvtrgj57,YES,800000000
1543,osmo18uduvllr2t0m4d6ne5mzzky95wgmtsumsac8l3,ABSTAIN,0
1544,osmo18us5yfw0eyndhekj38pktwg20t6wn9jmu3q9kz,YES,32776125
1545,osmo18ujxdnnce6v3d52jl0juagsc4qw7khdaxtvzkn,YES,0
1546,osmo18uekcazhharfnl27e67jw82xzt0thqm02vfxch,YES,9200620000
1547,osmo18umk4jenevvqvwcsrxmev65x5n76ml47aem3j5,YES,49220000000
1548,osmo18uu78km66ugr654js405s55aeqypw0225pym9e,YES,30497044
1549,osmo18u7sm5kfzz4spgkjzjsmqlfce9v6hgtmpf5qmk,YES,763929453
1550,osmo18artt3jflvdzugdfec7aqtnxt00emwj3frfwen,YES,414146268
1551,osmo18a9a52a2cpexqcma2zgvnqrk338zg0u04s62np,YES,0
1552,osmo18ad98q7r5p5fee29gnefjp5zlk90xed28l8e3w,NO,0
1553,osmo18ad7h5gql4lav969m4f026zerc4vuxrdskztcm,NO,129473914
1554,osmo18as0t5t0nav8nz47rppddfm35u4ee2dd8s2tla,YES,14696000000
1555,osmo18ajc7euypp0f79eak6q3yutw33ge5y8snz5cm7,YES,200000
1556,osmo18a6aqwqmm2ltfjkh4w8ya0z5yx5grra3tq7mma,ABSTAIN,25000000
1557,osmo187z4l3dhfrhspt2mt4zwakq2hx5e3n2snnr5rt,NO,1306613939
1558,osmo187reejg4et24jpggqt55vnc47l926w0p6wxeze,NO,2600000000
1559,osmo187fva8aqhx35uz0cc9mujak44zkxj57u8va6c0,YES,50000000
1560,osmo1872h267jq0hnqzzxkjgm62y44n3vpztndtwna7,YES,166300000
1561,osmo187staltyncvcj8fl703muxgaw78d9rae02t0j2,NO,42792587
1562,osmo187ncxh0z255z8d9gfyscr680utr4hs668g8nes,YES,530000000
1563,osmo187kuqm2vd4mxc6k9l75dxnf9zuua96d7ul9hfa,YES,50000000
1564,osmo18lgqz5q4kzf6q4aq6emaet0vlz4jzt9jfgjuzv,YES,23639630000
1565,osmo1gqyavuuyv5mhj9jgk2sxlwxfcngxctf9ssrr79,YES,1204420000
1566,osmo1gq8uv8s94gls578x5hgzq4gq4gwhe6tdl7a35z,YES,351008725
1567,osmo1gqkufkfk27d4q49d4vnvuyj036wkyq5fhu0ptu,YES,10139954
1568,osmo1gqh8znymursj37jw456q80f8hnnuqhrwneupwf,VETO,1242787647
1569,osmo1gq6pd9q8px97720arytdngc7zhyrxp4xacmre8,YES,3358395030
1570,osmo1gqus3vq9k6437klxlhekgxrkv2z283f7wkp02r,YES,60829307
1571,osmo1gp957czryfgyvxwn3tfnyy2f0t9g2p4pdk77ux,YES,3968046535
1572,osmo1gpsltwleqlexmvmnp4sd6e6pdygqhethflar48,YES,29000000
1573,osmo1gp36yrgt50g7u4fupm3d3f2sd9qm3w8xhcpg4c,NO,4500000
1574,osmo1gpl9tmh354m99kq9h8yzr7yunlspxdgdqwpnr2,NO,0
1575,osmo1gzr8qv7dp3dzx0a6mya78z5jr3qfeyt9dayjdc,YES,2195065400
1576,osmo1gzx6h6qegadtsgwjwt64g53dn7r3c38gcezpuw,YES,3995550309
1577,osmo1gzsa9m734grfzhhvegae8h56vv926p70uu38mw,YES,0
1578,osmo1gzlz4dqudpye5xqfrcccp9st0yxhqudz8kfwus,VETO,0
1579,osmo1grxuc23mq6kl90dw2h8mvpe57fz3r4f7pwgqpd,YES,1010908
1580,osmo1grgf7tflmp6lx23h77y2lzu2a6tstgqlqpu45c,YES,37533970
1581,osmo1grn3lphjj3uk2mg8twl8rj4adf89f9x8z2lxfq,NO,2024000000
1582,osmo1gr5gdjxk23h6sg3qf4dcv7adaejqrmz4fuq3mr,NO,102167167
1583,osmo1grk94kszu20as74n5dkqrnn9pks88t55fuxszc,NO,21214256
1584,osmo1gy0nyn2hscxxayj2pdyu8axmfvv75nnvd08ajh,YES,1000000
1585,osmo1gy3v0md6kmzfdf96xfry0dfqel7wt8tjsdls9s,NO,0
1586,osmo1gynfd0g657rdnx9ve7netv3nxws9h78cv0lxnv,YES,510000000
1587,osmo1gycz04dnx9r63dvr9rgs5uksejwnj3qf5895dq,YES,0
1588,osmo1gycx0aj889pt3e4sxluj0zptuyv9ea26eq5yth,YES,2506612130
1589,osmo1g9x5c29hfca4v84ljheyvctzl8fgx2us7psn4r,ABSTAIN,834737052
1590,osmo1g97we496ef0mt39jse82r67lmy2l7hw6xfw9kw,YES,420000000
1591,osmo1gxnxkt2ncrwlv5eeyxutlfvqgm2y94s8mdac2w,YES,267000000
1592,osmo1gx4u38hys0ccpm3puzkjra7et3yxpcr7t6dvat,YES,269320326
1593,osmo1gxe38pdkz5g2h3g07pwa96zunsyugkgx49t5d4,YES,13810000000
1594,osmo1gxlzcc5myjg20ftfycn792ayn35yedn65u7xtm,YES,20000000000
1595,osmo1g8yq39gcysxam0hzw5qqwj67p8fce0866s43k7,YES,1140000000
1596,osmo1g898hcnfazc0gjws48s3pe6d9v4cwsq7myu6s6,NO,4473015
1597,osmo1g8gsfpnr9vazqhu8w63d0ag37pqqshj6gdd0p0,YES,5100000000
1598,osmo1g8wv3y5mrdalr7ejar0apv43tge2lns58lsukz,NO,200033397
1599,osmo1g8w7f6s6az607k83f6cmavz44xsw73z3zc3lpr,YES,0
1600,osmo1g80ccef67cakq3l0t4wkvsl02ce9kjfr3atf7g,YES,0
1601,osmo1g8nf4l8tdry3unvvyz3yh3ftx5s6dq5pegz5tq,YES,0
1602,osmo1g8hjsl7e4fyepanr48xds7p6ahlp50n4u3cjhz,YES,2116999
1603,osmo1g865ka7rzrtzxhqhg76vud95xx5gn33mmqpjt0,NO,1990194982
1604,osmo1g8m7uusm3tdw4t59w72r7a4v3lt6zsy63jx2mv,NO,0
1605,osmo1g8u6chczf0vlap768c5zydj2d0rwtezkvgl9zk,YES,625417
1606,osmo1g8l8vcslktac2pgdgfrd69da5pd8v25j563n8l,YES,4686583
1607,osmo1ggzgj396faq84s3y9pdqpgf97zvc6gatsljg78,NO,58016340
1608,osmo1ggyldgsesj4rjc3a5ls407vyj3r48y7af85eu7,YES,6037359
1609,osmo1gg8l3y9rr6u38ptv0xzdatfyq08ggs4kxdya7j,YES,663100000
1610,osmo1ggf9xs5pltyfx2yj77r9mupu5j6cwjxpsenssk,YES,10333000000
1611,osmo1gg2z2y3ncjwh0wd0q6e7tj2ecma04my0ac9dfn,YES,179980000
1612,osmo1gg56dyw6f0r99uyqd9dtl5g8psmuvw5a29hp5z,ABSTAIN,31100000
1613,osmo1ggh67e0r77eshu2nsdtx6qgzchc04gklmya8hp,NO,122782949
1614,osmo1ggl0mmaup2j52nyqh75zk6geh5sxkhv9p2gc3j,YES,5000000
1615,osmo1gftfrcekhl5s40d3uhtzdxxptxnc8yr9skr7fw,YES,2500000
1616,osmo1gfwrkjt4fswy4r2xz5dzml3qq0wmdy8cc05gsd,YES,108784104
1617,osmo1gfje5jjtz37psn067ddyv7nhgkuu7g9lulhsex,YES,22000000000
1618,osmo1gfnnpxnn8l9f3zagaawqpsv9f7umyfrkkthqct,YES,420000000
1619,osmo1gf6plsw5uhshwkls7p3uf0lsj77j296lt8h3dk,NO,234000000
1620,osmo1g28t39fndhmm7n3ckhnlp2sxkz68wy557rh7pu,YES,1671711000
1621,osmo1g22etkwztpkgdmj6kgw8ghjen0f3kru3crt6fl,YES,1000000
1622,osmo1g23ke9yka9rny63ws74a8lw5nz0zxs6qt3h4se,YES,200000
1623,osmo1g2jyreal8mjdm8x88xx2gx38l8d27nu4cyrlnz,YES,1961110
1624,osmo1g2jmz47twqhlv5ulf45agtvqccy09ekn626a4w,YES,1550000
1625,osmo1g2nyt0z7yzs9hprc5hq7lwhugmygrulxhhwjj7,YES,207701
1626,osmo1g25prkp9j9f7rngpppt680yjg04hrga5fdl9xg,YES,50200000
1627,osmo1g25y6qhe4chafvmjsaaxzcvjfvw4pkutlcx5t9,YES,0
1628,osmo1g2mjkrugdjr0h75cwg9ml5r8ynltd4z9au6qxl,YES,1700000
1629,osmo1g27jvadv7j5k9qtasr65m6qkl08j2xtwelsquk,YES,106100000000
1630,osmo1gtq9qq368cj4z464vuc3jcap87j96xm8m3w24t,YES,280930000
1631,osmo1gtfkmrwkz2ff72s2nx9jkj3ts3yxw549lymvst,YES,9020028554
1632,osmo1gttaznzngfrkykay6lczrcxp9ltxflq0tj8q8a,YES,8921930
1633,osmo1gtdxj6hay8xdjvvyh8cpk2jaw2eazpz3pmsukv,YES,182067000000
1634,osmo1gtwah2fxkwajrypfs88wjv0vjt5uee5rp59wck,YES,666000000
1635,osmo1gt05fym53t5apad3994exz3gx0c35247cwnmal,YES,0
1636,osmo1gt0mt8vm5wa6a0t6un6dvs0x3a83twm7zkea0r,ABSTAIN,45708098
1637,osmo1gthckzeu3p2udntct5ad7ku7mrshl8vuzhvdy3,YES,0
1638,osmo1gvxe3w04089s0t8h5m6zq7896ctsdvhl45ycxs,YES,0
1639,osmo1gvx76kf0h7x3fl9skv7qeu2j9ac6t7z2xhaawr,NO,800000000
1640,osmo1gv8k977elr06yuh7ze04vm7n2qcfwvg2rwwt9d,ABSTAIN,256309177
1641,osmo1gvtlcwnkrz6zwz8knc73xs9pkt7mrtrd6tfyrf,YES,303749607
1642,osmo1gvdnjz73hdx5jyudkudfu8tcngjx7upwt96ny4,YES,35855404
1643,osmo1gv03gh7c205ar60khgtmkerfafetavhc42unaa,YES,1000000
1644,osmo1gv3gg5vqn4g3z85dj3x0fsh93nv68qrke9rnef,NO,0
1645,osmo1gv4fgn9gqq6lyrc6s8xve69q7naqll7rpe8q4m,YES,314000000
1646,osmo1gv4sxzplxg7uy9zjjlj3zcryfvlpv63najy67k,NO,5921096
1647,osmo1gvha7xfxnaruq3xe2srenr7kj40xdzhwux75ny,NO,56615335
1648,osmo1gve09wm4jkf3kzhe50frelkezp28uc5jpzk0ww,YES,177297169
1649,osmo1gdr0upja0aqezl9x0s6s0x04kzwsft6mcwt8rh,YES,45673459
1650,osmo1gdglhw3drn3sdlpz5gwlt2tcwdcd2pf6z8sfy2,VETO,38161475
1651,osmo1gdv802e47tcmcxtsyk0l6a7mpy6d84ez49y9v4,NO,1884270000
1652,osmo1gdv7kzg2lvx6k5w6nxq84q8r9z2ujpve8ds8qf,YES,20000000000
1653,osmo1gdccpen93a2p0q8hhmnqu3pg3n77e9q0qpn4nn,YES,0
1654,osmo1gdlhvzjpkuchtel3y8798ey79w7x62w2hsfjz3,YES,5000000000
1655,osmo1gdl6u9vfws3kuuqa4x2ddud7wwm56efsrhcn09,NO,28670181
1656,osmo1gwqkt8rka8kg67x4f0jnsvw4hgv6rejg7wqp6t,YES,963918400
1657,osmo1gw8yzuy6cdmhp2envu5udz5cyex7ptyvm2wgra,ABSTAIN,33042962
1658,osmo1gw592tlpkew0qnq2ma6m980fzwzxdfuukepj22,NO,160000000
1659,osmo1gw5gew9edshsn3f4yts5y6m6tzazkc0a5y3ys8,YES,1253145
1660,osmo1gwk3r3zrnfxcasat9xapyua0prsvmfvxrfn27y,VETO,5450000000
1661,osmo1gwcxqnff0t86wt6l0eksen49a6qwlzts8s320h,VETO,54000000
1662,osmo1gwcxl3vg92p9jlrgc96lutjr7xsdxsq4emyrqn,YES,8437120
1663,osmo1gwc695rxp35hgmqemv20cr2j63f6src46p3ext,NO,33115184
1664,osmo1gwa5dl2fhc0wdx0xsq4mkgvdc5scq7jkq4uy9v,YES,123850471
1665,osmo1gwlsjtjukn9suj0w0ksqpc0ju5nezc6w48vjsu,NO,159339019
1666,osmo1g0dgu4zt5p0l9qevagf7sgectqel06lwn7844h,NO,83932
1667,osmo1g0dd3yp0uxu2gx6hdsqths0ac2lcd7ntkxwv2q,YES,80062308
1668,osmo1g00rzta7g52q94jjau5nz05vw708j0t6nvdht7,VETO,266928914
1669,osmo1g0jwnpr668usmyg3auuq9ulz2eyve690derwtk,VETO,293769502
1670,osmo1g0hpuuquyk3t2hgtm74336jvpy6ssue78xv28s,YES,2676625803
1671,osmo1gssp4d96sgnwvjze2gl6yv5za08zfw4xp66acv,YES,12000000
1672,osmo1gs3g7vu0ae0gwqhjtj8fh3eakpqdzrq382qal6,VETO,4236317
1673,osmo1g39ct4wgpt645ps5sdwumq6kmr08dnxxdgsnpv,ABSTAIN,0
1674,osmo1g3xal23aj6l4sll60hvtalz3cujjzcx4euknsf,YES,37000000
1675,osmo1g3whr3efkds65cexg09pv5n3n2kx02uye2z8nk,VETO,6222860
1676,osmo1g3s6z9gndyfd24rpvt9sefqm4syv2cn5j0pghq,YES,21242830
1677,osmo1g3j432cdy4z2mnj5zdrc885t6ur30v7tpa4685,YES,16529101
1678,osmo1g347nwst8ts7vgcnsd6n7vdj38pt530xn0kxcj,YES,21080000
1679,osmo1g3e2fgdnwd5nkxjcjqs4290ny35j8nmku5frua,YES,25460000
1680,osmo1g369haw7f0mwtfamh0vt65fm2tx3yju86nrl99,YES,12890070
1681,osmo1gjplhumdkcrde8hpw2p3l42knpqyamd3uxfn4x,YES,12255601
1682,osmo1gjf9ghe5lf3t4c0lqlphepu06fgcw39myn5e3h,NO,1511682
1683,osmo1gjtvly9lel6zskvwtvlg5vhwpu9c9wawnlp858,NO,282034554
1684,osmo1gj0klcaulj4u9e780qh92uagjmjp3qf6sft024,YES,2693260
1685,osmo1gjkf7tlgzrwgvlpcyvrsdv503p49tx8fhradn5,YES,10500000
1686,osmo1gn2saq5vy2qjn9ktn8rl9cx9ajvn8drchcv355,YES,1116265
1687,osmo1gnvxlt067u3tjv55uz7ku3we2qzandzdpxac60,YES,0
1688,osmo1gnjccn9t2psrvwzm8u0rswnpeg6lteng77qfj2,ABSTAIN,12703740
1689,osmo1gnj7rh5h360ez824sp34zu3ak34557zv4ruqvl,NO,264100000
1690,osmo1gn4pvya3nah3vtc6qn63eljtumyjcauzamvdhh,NO,50427000
1691,osmo1gnhxu28mnjh7yd4h805qqh53m4t4nk34zrl8yy,NO,34958176
1692,osmo1gnh70uzvmgsn7fxx6afn0f2338cxrdx6v3pevu,YES,464190733
1693,osmo1gnldtsutf4czxpf6lqxyjuzj4z8vlrgh38x9vf,YES,33598304
1694,osmo1g5qv8t0wyexaa2d8h8kedlwupjsck764cz6ycj,ABSTAIN,62888263
1695,osmo1g5py4rh5rk299f04kpehzs8qa67csveyufylx8,YES,3790797
1696,osmo1g59zfmyhgpmt4cck9l4n2euelsqlzewf9fmw6w,YES,572496000
1697,osmo1g59yxfmkx3c9y97knhu5x5uvg6w57gtk4k0nc7,YES,70000
1698,osmo1g5vswjztr2g8sf203zp7jldsu2x4vt8a94d22f,YES,0
1699,osmo1g5435cjhlm4s2nlmwln6ess9x4lc4qgdpzj6fg,NO,52816883624
1700,osmo1g56h9vm85gwhtkuayxk797tg8es4q8dw5tlxk6,ABSTAIN,25121177
1701,osmo1g4pa7rju0t5lyvws9yl8va4juvyuy78dc4ygzr,VETO,106100000
1702,osmo1gkqy00ey02cs5za6htftkh2q98ng5tsyxchz9c,YES,10000
1703,osmo1gkqx3a8nj8u0my9ts6dgaej9fdfpfj859hg2vz,NO,252680419
1704,osmo1gk83vrz4cukk8s5vwcsjka5crwpcrkxt832lty,YES,74000000
1705,osmo1gkgndes9rtzpc3shgtyqr62vm99dnxqudttf7g,YES,0
1706,osmo1gk4qwyr3eaqz27ft4mclwg65v6qzfzsx0mujv2,YES,0
1707,osmo1gkcj3sa7fyjl9qepqjuaskq0qa8gvejqu24mrq,YES,34254692
1708,osmo1gk6py8fukt8dnaad00atemjqjlhjlwv9tna2ks,YES,85068940000
1709,osmo1gk6h6lswwqer8ulfgfvy64nj0p42xd9d4x2tqs,YES,200000000
1710,osmo1gk737smj58de7pqhw8f5ud4kknjup2fvgcm94d,YES,106304601
1711,osmo1ghy8rn6xj3un6cwlsggxjjl7fn5fxw4ql4xfe9,YES,451890000
1712,osmo1ghfnm8fe0e6tzp50940qsxkzqsdeqpv43yg3eq,ABSTAIN,150039837
1713,osmo1ghfaapsausm6kn9ush6wa4ggw6thvjgwfzgjhh,YES,73597450
1714,osmo1ghsm38gx2rg0rt5s22svf2cuk6j8kdhgcpasm2,YES,1430307238
1715,osmo1ghk96tht26aaz262svx46j25d4nzfkd56w22cf,YES,790780216
1716,osmo1ghe7tggps32wkdqvxc3lkj85slz4d4hmfn3tve,NO,8812284
1717,osmo1gcr44n26mk5l8upcc54yy9e3fchtgah56hmxsz,YES,511265
1718,osmo1gc9klppxv23ru3668ehd07je35mu640uvu9964,NO,124000000
1719,osmo1gc9c08qzk4f7e36admgpjgr23ghu2jr5le8dn3,NO,171006485
1720,osmo1gcf3fhudu86ld69clfldr2xl7kylnhkx8hp7e4,YES,4054516435
1721,osmo1gcty5saafc957fdx582adzu5k3zsw5qgj3hhyv,YES,14725000000
1722,osmo1gcsfr6ywan84nnsve78nx4ajzjw6qqqlh3nwjn,YES,29189095
1723,osmo1gcj6dduz4nde39xc28v3ftrwujxje3nau9ydhp,YES,3078485200
1724,osmo1gc5sjkfvhe5wpganxe4feuar8p850mtramwhtm,NO,100000000
1725,osmo1gc42qsdlmhsdgkgu98dmwznq23eadphtgn7ytf,YES,31610000
1726,osmo1gcev58e2e4k7lwvf8ppmf36sdyawg2pjqsyd5l,YES,0
