,voter,vote,weight
4756,osmo1hlqs403y4vydcny2t3ms57lue2ca8v05luzn3j,YES,60043
4757,osmo1hl8zvg27k44pl9aglkn056lrpwvc5zn3mynh96,YES,13622290
4758,osmo1hlg7xd48ykp3g5qj9nvc0mg428yeq9a05utvv5,YES,8710000000
4759,osmo1hldh2xxssrxx9hwav9k66cjptxk9lanwc0ulqt,NO,78852459
4760,osmo1hl0epd7uu2cgn6m4aqf0vdxdpuqumrph3zac2z,ABSTAIN,7595096
4761,osmo1hljas32hefa32fnpxp0rxkdk8xttaecytde92w,ABSTAIN,50000000
4762,osmo1hlhqu5v78mf48rg59hypltpmpst54f4lf256k3,YES,158500000000
4763,osmo1cqqthvddjrzvxarwgnj2qumqsq4pm0rztqqqa2,YES,0
4764,osmo1cq8dwur2xk342yyze54yuckyajyfm42lj20ann,YES,111000000
4765,osmo1cqgwggjzt6n8qsehfnq5lr7av0wxkz3h2n2k8y,YES,54311000
4766,osmo1cqd8gt04s0q5vntp05des68p0wkpr50juzewjf,YES,16165963
4767,osmo1cq023ey29sq2uf6h9g34znpz4cu3qaetuss5h7,YES,266939708
4768,osmo1cq6tuywhwxgahmf7vwsyehweu6w8tlq7hdm95m,VETO,270680000
4769,osmo1cqlgcz5xn90lalaqrngvh7n6pt4d39cav6lma5,YES,66000000
4770,osmo1cp2ufh3ze5zpuphccjg32pde93ctva396lz2gh,NO,60532724
4771,osmo1cpsw0nte2azthhht4y53h8vcx4q42nqmq84prz,VETO,20600000
4772,osmo1cpekejcxcv2yzc22n523upr2d4vj8mwjnla36y,NO,5210000000
4773,osmo1czz8d9gj8luptru9u97srdju6c4pjf59lt8jrj,YES,300000000
4774,osmo1czryan0ws4ypnv3se6e56r539hq5f5eh25xxrx,YES,3410679595
4775,osmo1czgenlrurysej03acgcg6chjgdj2n0uwtd36fu,YES,2312888
4776,osmo1czdr7t558kvrnvdygtjrl9a77g32a25ac8saee,NO,13666123
4777,osmo1czwz8nskkhnr7al0hz0n0vsc3f0jxhereh3hn9,NO,50750000
4778,osmo1cz558xggwsgy9l73ee3pmm24scwa8zryzwumaa,ABSTAIN,1000006905
4779,osmo1czk4nu5c2n790dg52f6v5v9gk0pzmyp47pqmn7,YES,2087057
4780,osmo1crz60r4ncwzwscggz7qf9wpt5p094j3wksa0mh,VETO,50000000
4781,osmo1crv6u7dpgqpsx2qyg9w8hfc6ppf9dpanr2vn2x,YES,2887962
4782,osmo1cr5300lmegp53mvk0zuvr2q3kfn5k5tyjwp67f,NO,32500000
4783,osmo1cr54nf94h46a8mqyp6muh9n98rtq6v65ym5muu,YES,0
4784,osmo1crulc2xthljkzm09vfsctg8ty6nz59sa9zw45z,NO,1779030
4785,osmo1craaul8czwtwndm76fdfxh7ulja2u4nrj8hmj8,YES,10630000000
4786,osmo1cyyz7n9ua2y0mpty0rgm2pm3sc6zw6qpqsvsym,YES,0
4787,osmo1cy256c8hazhrlhs20qry33790nz4f544h4qawj,YES,8000000000
4788,osmo1cyckh9490mjxsp8k4ufvn8442aech2qhqjsp5r,NO,967000000
4789,osmo1cymf8m5s8sh2c4wnysj2syvrp0rtehtls4zcws,NO,28470762
4790,osmo1cyuwg67xezzqnsc788sepknzy52n9c2e6decyw,YES,334650604
4791,osmo1cya3tvkek2hcet6nkwjwdel4e4fndttp02kjuu,YES,0
4792,osmo1cy7a7emfy2xuqkkz8sm346vm8euln0vc703gz7,NO,20000000
4793,osmo1c9ye54e3pzwm3e0zpdlel6pnavrj9qqvwhqw4z,YES,610000000
4794,osmo1c9tpxanexwfmrj5ywf282rvnw29vlesepdg79a,YES,37067938
4795,osmo1c9dqzsekcql65rnztgqs953n98xkxxsg32w06e,YES,19429957
4796,osmo1c95w0kvata3pugcsrs99a69pvf8hszvanu6lmt,NO,4773834
4797,osmo1c95ecqwpsktagkgal6jzflsmveeemm5llkyce7,YES,146367832
4798,osmo1c96fqkf4j29cxwdqwdj739zuf39a74edr50vjd,NO,73000000
4799,osmo1cxyjsjj7qjkh9gearccn563hwujrqdewz6yq2h,YES,38341548
4800,osmo1cxdsmzcqfwscnmuun3knlhshfvrhgge6vdvhcj,YES,50715226
4801,osmo1cxse77307xp7ej8jqcpnja7nryrsyn96zu20xm,NO,122000000
4802,osmo1cxjungunz7402s9a5y43jyddr6num66xs7rlyk,YES,1882572556
4803,osmo1cxmzj73ysxqnx2xnv868fkjkt0ly4szywmufar,YES,162000000
4804,osmo1c8rxg96rd6nez8tlyeu7p6aum09xz80udd3gf5,YES,55157504
4805,osmo1c8r5jpwjskale4787fnm5llrt5tgg9sdzy7t9p,ABSTAIN,5000000000
4806,osmo1c8fymac2cszrary506nxykvkvnv5djv5gxyraf,NO,305653915
4807,osmo1c83rhl4c3xgy892jgrucmwv79fdhylpaldjgkn,YES,0
4808,osmo1c85vtsdsep9f0hzv65njmpn5y39w3epcrjyre2,VETO,504096129
4809,osmo1c8mxh8ag53j3eltgy24y6uv7c2vk4uhqrf3smd,YES,518000000
4810,osmo1cgqyh803nuxpqw2zhzdgdw4e379dr6rvq5s5rc,YES,244000000
4811,osmo1cgxgq3385n9hw8srpeycp685duxsysl4grgqt5,NO,631367549
4812,osmo1cg592urlkg9fkuh47su7hxja7kxd82ykepuxy0,ABSTAIN,252443314
4813,osmo1cffrhp203p8k6za80hgssxagp0dsugf487hcdr,YES,765498000
4814,osmo1cf4gmu5l5fu5j80madnq8456gun2u8vps2umcw,YES,0
4815,osmo1c2fmy9rt8t2vnk43339c3xug7n26xhqgk6qwe8,NO,0
4816,osmo1c2vfdwlz0dpmykhrxlc2pf4hw36m0wtnj4tjre,YES,50756011
4817,osmo1c2dyr3z2vpggzxzz00z0hwl39pcsxd0zmgaryr,YES,1255000
4818,osmo1c2w7sxnp423935c47zwv32rgmk2zmgt8maswnx,ABSTAIN,3263070000
4819,osmo1c26gl7czsj5jerqc52438sqgeledr4lrqk4595,YES,11000000
4820,osmo1ctr7hk5l2gkh7wh5dyukal3vyh35ryh65g504r,YES,381000000
4821,osmo1ct8pa79q77xkx2sgm6x7a8acx2v897na5grdxj,YES,9687910
4822,osmo1ctsqpjuls5wxgfs6mehe4edq8v3hmle5uqufrw,YES,0
4823,osmo1cthsqrpuyv5w9a2k3nuq3nedvsqtztffg082wx,YES,0
4824,osmo1ctu67mnwd43gzdkw69ykf8wyntlz34yq8pf3dd,YES,1200000
4825,osmo1cvqdvc0nf7fspkzutmjcgrappupujcecawja89,YES,590000
4826,osmo1cvq68fdmhdv256avd9e8ywf480vmzege5r7xh2,YES,0
4827,osmo1cv0galxplpy36yq069ychkrpnpr8ygntrasg7l,VETO,50346099
4828,osmo1cv3jzxs26mu09vgmjhvpnschgzwa90w8agtflw,NO,0
4829,osmo1cdzecu99j0xzwkcwznm2ygwxqp4nu5glwrdg6y,YES,37400000
4830,osmo1cd9j0spak8lh5m76pqjfh7lprurgqlwf855e88,YES,148414260
4831,osmo1cdwada8wqy9fe7ekqdm0uh0gxgt7dlyujch0he,YES,100422344
4832,osmo1cd08qh95chvjjhw5a6j63lvq7jhtlj6vvu7hmr,ABSTAIN,475000000
4833,osmo1cds9fdym40240pxwj0s74y59jugrj963nrsrqr,ABSTAIN,51148368
4834,osmo1cd4m6ql2aqddwkne6myyn7wjxrqx5tukc6wpyv,YES,12030128714
4835,osmo1cdm9aj0h6nm6q8nukq22pt367dza5rtg7f4svw,YES,317145828
4836,osmo1cduyvyskgdmde5yaqw4egdt5ltmd5xwl0p2j46,YES,0
4837,osmo1cdujgx8hceseukzcdjcp7tjcpr8594lr3rvk9z,VETO,1292325683
4838,osmo1cwqkmhh8w2zscxhnujkxn47sknac5stvhzfyn4,NO,27500000
4839,osmo1cwrufx4n25qxt0ct3nw62nes9n6awhcm7l0m4e,ABSTAIN,224500000
4840,osmo1cwtz657a5mthzy7krdpfzanf058gemraft4asv,NO,14468212
4841,osmo1cw0ytqhfdzlslcfcl9p77upe5hkjrc4wt793s0,YES,5046892529
4842,osmo1cws2ktsx5edvv9vnge8mj983h76vz4txh8nnvv,YES,79500105099
4843,osmo1cwj7u6jdllw0jrafc6khn6zeny32g55tzk0p56,YES,35589000000
4844,osmo1cweq5cl6mx5ju8sseulp6knf5f8g7d8235fh9p,YES,102846869
4845,osmo1cwecw85ecn5zjppfsm59ddsa7gqa3pnfrzunsv,YES,129318300
4846,osmo1cwugpt8jjpk5u49w96mcuss3fuk9xelkfu2nrt,YES,219567
4847,osmo1cwlaqmeq8639nletfv0v4fyv2g29xhfsnk4fw9,ABSTAIN,80000000
4848,osmo1c0q7xhs8l769c37ygxeyhj6m9yj4j9yzupeg7l,NO,600500000
4849,osmo1c0tgr288s95g8saupkx46g6rqzh2g3cfkru7tc,YES,2310000000
4850,osmo1csf3up94qheqz88fvvlwjl7vc5sdymarary0fm,YES,163000000
4851,osmo1cs3tkledkdeu967tm9nfaxsadpxs8vs7rer90f,NO,0
4852,osmo1cs3c7c0qulfrtnpgus2r98pmxvk998qm8hvsh7,YES,1367885
4853,osmo1cscs7hukwa2lt0vdxhy4jcnetxhqle5eslkujs,YES,40000000
4854,osmo1csagd8gp72t7shgpy77fs30h7dqe8z7u5evl9f,YES,810798
4855,osmo1c39wzjn5pw2uxwm7lejlxcd7kppqjkl7fpt40c,YES,14000000
4856,osmo1c3fes82hy2m8cnqm4j5plj5d4exjnahfp3q8v6,YES,340000000
4857,osmo1c3f650tfm7jqk2usgay2enr9du67vhl5447j9u,YES,6750000000
4858,osmo1c3vjrtuut50fqk4vgu28mt6zkpy05d89dk6ld5,ABSTAIN,8500000
4859,osmo1c3wqq0ldvh5qt4tznwdyn0jzpzx26gfmrkszzx,VETO,2260399215
4860,osmo1c3cen2nhsyh7u9p75hptkac6rnvjuxcf8500l7,YES,552500000
4861,osmo1c3evyhlxylgwz9d9xus3rn9hdasct7wzht0rkk,YES,0
4862,osmo1c36py3de66vmdx6ss98rxwzzpw43m3f849rgp8,NO,30130000
4863,osmo1c362wx6uzfuncgm4t0rex675pzxq7nmpej3kce,YES,845000000
4864,osmo1c367pkr53zesgldppllrf2rywgjw23kz82hlpm,YES,188332214
4865,osmo1c3uhgyvzurgezzs3kc0dc2k43jw32cjr3th9t4,YES,18075972772
4866,osmo1cjruauqgu93un3r4unc4wdetp4uk3f7tdcehla,YES,10000000
4867,osmo1cjxnaf6d3gkpmqdu7kmtuxwgncqy3225v50xlq,YES,0
4868,osmo1cj8ypvy7ctsdyv6dmt58hwcw3eckk008ynerk7,ABSTAIN,145077043
4869,osmo1cj8x3jp8wesyldyj2k7ccxgtvzdrwth83phcrm,ABSTAIN,0
4870,osmo1cj2qldkhu37pgmuf97y7gqekd57xlcc2t7xwqq,YES,33845109
4871,osmo1cjdte8tcc0vl275w2h3gdgcta7xqmp66yyjycn,VETO,2423890
4872,osmo1cjsrpnlep8e5dksrpl8lqj07a2jzptcsl7qysz,YES,175231829
4873,osmo1cj3930jpt3eg0p3pen7jszq9avur56y6gmt9wn,YES,0
4874,osmo1cjayyt7nyq6w694p0fzsukxj4c5fp46yf0yklk,YES,23222522
4875,osmo1cntzy0mcl5w4raz32q4hjyy46n5u4u56yfsal0,ABSTAIN,14100000
4876,osmo1cnws7yuwsh34eznhrwcckkn3kl2unqsg6z4x4e,YES,10439754
4877,osmo1cnskgpm8pasf628kzqs5vqlk5qk0y624lkucj4,YES,225917026
4878,osmo1cn6nnfuzvrp5ul2a967r2cg5ntv8kz0t2e4qnm,YES,0
4879,osmo1cnapug7rawptxvc63edvudlq2ls34h5lprsluy,YES,5000000000
4880,osmo1c5xffu6gjruzqrg5gamhysm2pjtpd8pjss4deu,YES,0
4881,osmo1c583wpd9h8a3khk4c3eq7w0udny76mh5mssans,ABSTAIN,50915744
4882,osmo1c52gev8q7ku4txsexc7rmerpcs9yravux4rry2,NO,294200000
4883,osmo1c5t2dmpn9l2yq4et6efgurggva33e08exufz4c,YES,50000000
4884,osmo1c5dm998m9zjztejzmgmt3pmnvhn5qennywz49j,NO,35897921
4885,osmo1c5j7n02wrp55xwpkdr7utf2r34ym5kqgf3kqka,NO,93972135
4886,osmo1c5ldnsp9xrzycnu99zpuu57gaslkd5jdj4zk9g,NO,0
4887,osmo1c497zfps8ljk0jhjhnj27d0kw7mne0ua528mh3,YES,0
4888,osmo1c4fd2dtswvaqhvty3sehspl3l5c3mlv0nts00t,YES,2500000
4889,osmo1c42rm58j7zkwclvg2warfnnwvf409wjla50ht4,YES,53680000
4890,osmo1c4v5zhhkx6nmx33jxvkau3q40qafsn9cnwv58t,YES,1279210305
4891,osmo1c4k978rrkx2drz2mdaeu5usnvaf5dvkwd42e8p,YES,0
4892,osmo1c4crrwlff0yp4at3de6g97aqhvrtd0klakdapc,YES,1000000
4893,osmo1c4cmz96r8u5cecky0wqnrp5hwf6y5vqgpqtf60,YES,81300000
4894,osmo1ckgqk0nfqaqs32rv4akjqkcl9754ylwrkshheh,YES,100000000
4895,osmo1ckd2hvp4h2zq0srv39p276rclt7nck7pndwgm8,YES,116000000
4896,osmo1ck34ysj5hq47zxmt9x4g0u2swfvsz7ta00z00k,NO,15750129
4897,osmo1cknd5algcc66ujwce0x6k0wmzvf8zja2uyx6pa,NO,62000000
4898,osmo1ckc4z334rfpdcqdz5a85mdtaktt2dtkm38qs7s,YES,2101000000
4899,osmo1ck7h62s26z4xtuqgtdxesw5axjjcmaw2q5tlpe,NO,1870172538
4900,osmo1cklkqqh02vef4meavu5ryf4yc4zyzxf3y88gas,YES,100151900
4901,osmo1chqhdqr450944avr870lnqtmv280y2vdhru7gf,NO,337937095
4902,osmo1chzzqaz4j9as6sdsuzr0r7pxkvlsugea5hjz6l,YES,206267355
4903,osmo1chckfyh2ttpx9fhu7r6nqnrsfl9zeptzmfkr45,YES,3247855651
4904,osmo1cctdue97ded4c3ua4yvl25ng06rulz6stcunv0,ABSTAIN,58719824
4905,osmo1cc7py25mkrzsuze5tn9jlf0jju72yr3c96td7r,YES,26159875
4906,osmo1cclnd3cu0ms4zhengukrtk60zd82357xk406sc,VETO,0
4907,osmo1cepfstljpq7c2f7k6dkvhngzcw75nfecqpskv6,NO,1843586627
4908,osmo1cert42tehndl7dkzdxpcgglmwkjcrq5ffpy9sz,NO,85000000
4909,osmo1cey8tl97uclnk662036fmqgcpy8tx4cacccwh5,ABSTAIN,449000000
4910,osmo1ceg6k68m0vwg4epk4rn6x02vur6f02hkhd3uft,YES,5287261
4911,osmo1cesw6mymnw57cw33sgd3w8nlqxyeygeud94dth,YES,105095833
4912,osmo1ce3ekun82n6kdt53h5sdvc5g5z7adw6a3lpsp4,YES,0
4913,osmo1ceurjtrgxf0hfd4r0hez6fenevazenfh7vknz8,ABSTAIN,9824079936
4914,osmo1ceuaqc7s3c9dspudth4q3a9rt9k5h524n3322d,VETO,56960000
4915,osmo1c6fgjydf8nrtqdevt5jhmnm7706u9tqjcg5t29,YES,53650390
4916,osmo1c6v9yghnemj0hlz0mxgp4gfj2q05d6xvc3ghnv,NO,800000048
4917,osmo1c6up46wfxsa3fmq0rcecy5jah5dzvsd2v3u4js,YES,0
4918,osmo1cm9al6m8d02yrhc6n8v5z80c0rmnljsf7wjfsy,ABSTAIN,195000000
4919,osmo1cm533khl63uv63vhqraza388vvu2yjssthnrzu,YES,3212000000
4920,osmo1cm5l6pl89mhnm2cv5r3gdfz9l2pawlrndfw7we,YES,646989006
4921,osmo1cmklkj3gftf58erl398w86pfqye6wefn9ytxpa,YES,50000000
4922,osmo1cmmp0klv4eff5egth08dvdjes2zye89x3wln3x,YES,1000000
4923,osmo1cupy225h9mlk6hkr8007gg6qjhfmt7ef6fhp0g,YES,0
4924,osmo1cu9asccxghup3f7ee0akzqtrga3wusuu85puuw,YES,1027000000
4925,osmo1cuxmuf0ysrt9h3x0yxq3swv7nvrzxt043qp43g,YES,12188018
4926,osmo1cuf2tf488xxx5gsju5wue3tv5lqctjm6vvkmkc,YES,6708991271
4927,osmo1cu030dpe0whwe09nzu65xsucjn39xuef0wkw5x,NO,0
4928,osmo1cus63a5nhk234099qhkr3n9ay7x2guqrxfqfm2,NO,24844826
4929,osmo1cu3wk9v6td59qe39rsr4zqhkvhla6k6lm7d0tx,YES,0
4930,osmo1cujhq72xqa5t5pvz3zjn0rfqmdl2sl0hd0gncr,YES,70074695
4931,osmo1cu4wk6v45ahqcwwerugaj6th6xzmv9y8n48sve,YES,18000000
4932,osmo1cuevhvr76x7rq8pj2f78987qawsl8rrzeahz6g,NO,141287949
4933,osmo1cuazakggqmxxxrfkvjr7zz2av6j5rxg8jm7x7w,YES,4996892157
4934,osmo1ca327yv8waj0dwqs6zj9f2p06v030cpaselg54,ABSTAIN,453367000
4935,osmo1ca4skv7xp27wfa8mzsulux0mqvettekg4ethhm,YES,235000000
4936,osmo1cam3kmrk4k53htfn3j3p5max208xvkssry272g,NO,17729947
4937,osmo1c7qhmdnxq45m67pcaj7ymzzgcxveg3gqwvrq6y,NO,0
4938,osmo1c7z7k6x8jp9lvun9gc26jyrxxrg5qth2f4zee9,ABSTAIN,34062500
4939,osmo1c7ydvrd25rkecp3sqn28gzzjrwany04m99q9lp,YES,68000000
4940,osmo1c72vx0xyupq2492397y94vk8vlp3s2ch4ce7p4,ABSTAIN,309275536
4941,osmo1c7s6z7ve5ztazzjpsej3dhpxpe68255lgq9rka,YES,13881334
4942,osmo1c7c8un9v8th406gv6x40nna45pc3gn40gr0dre,NO,0
4943,osmo1c7lx2ltgyuynlke578zu6erqyhsdknttg42tl0,YES,0
4944,osmo1clpqr4nrk4khgkxj78fcwwh6dl3uw4epasmvnj,ABSTAIN,10000000
4945,osmo1clhy0xgqrq7njmfpzhl0g4p489wcw2waaxv87x,YES,65000000
4946,osmo1clccqa30l9ht722g80urnk58t5x6unzwvxvhq9,NO,4064138743
4947,osmo1eqz2kkem55dxl4367ursv8asnd2n8ksdz35xzn,YES,100000000
4948,osmo1eqk2r8v4tec222q94jlajnhzym4a5aal2y3t5w,NO,16464152
4949,osmo1eqkltl3gzjsd5yydnf0y5lzmt0z05mxraj0yu2,ABSTAIN,186781358
4950,osmo1eqm9f2cselsg6y4d9aeg2n9p6t5d7uq4nnklsf,YES,54497195
4951,osmo1eq7uv2gp6u38vq9czh7nqjr4rqyf5sjmz2gemc,YES,449303
4952,osmo1epr7gp5gf9ftkduzlkckmehqk9dyn063xref53,YES,60690000000
4953,osmo1epfjp78k54q8l6shgehkh9vnk0ae6yftd7k8um,YES,551142398
4954,osmo1ept7kjerqjeemqkkuymmy7gu653scu7guayfwd,YES,43200000
4955,osmo1ezqr38uj4caxkw9a0tkh8jtxps8t5yhn5tj44g,VETO,338600000
4956,osmo1ezqnjjh7cgpae2jew4k207gckzq6exujldmhpj,NO,40003094
4957,osmo1ezty2jdsfx5u35myl8vrth8e9e5524ag6kn60g,NO,650000000
4958,osmo1ezsukd5u8w92uxhtktdmamzvm7zm5yl43qlqld,YES,935580846
4959,osmo1ez6pxgqmx88kywccfzwvk3u3haal7ptl50c6p8,YES,0
4960,osmo1ezmrn5y2f2h3yju6vda62f6zjrs6uttvkh79yd,NO,242400000
4961,osmo1ezlzk8wvjmwg8njg0uualwyr743ft6eamr3vcr,NO,25000000
4962,osmo1ezlxw9kgkzcjrzv0f097c6lgy8dg0y7qnhs44c,NO,19300509
4963,osmo1ezlw0ql90vaxysp3v8apn5pn2ztak2z03608vn,NO,30510000
4964,osmo1err0qyp8wa6gvh0fj3ysz2ttqjdugrqm0m557z,YES,9139990
4965,osmo1er2qcvedk3fqtc9wgvg9ljjdgelad8k9ejk7yd,NO,3147638
4966,osmo1ere63st4l07krx5d7cnf7t4qj0dka9x8srdnf7,ABSTAIN,3737273
4967,osmo1eyfh2jeev243rulhpgchkf448l7g03hyh94nt4,YES,6103100
4968,osmo1ey2grtt7jnvv00x3lw3l2dwjkecls2lxgshtnd,YES,20000000
4969,osmo1ey2gj7y8e8l5r8673qwx5ur46nd5pvc868274l,NO,0
4970,osmo1ey0zmwryem278r7rfhj90uxfuq4ndl9jjxhw40,NO,17042458
4971,osmo1ey6kutj700kleklrxyts0v3lauv0u3ddqa36wz,YES,500000122
4972,osmo1eymzlsqm63y3zeu36ddnmpdqdp0p4gswwc2el5,YES,2275000000
4973,osmo1eyuvdcllxjl5r5wuarug4ztgv4a5njsrlkvnwg,YES,0
4974,osmo1ey7r0tulv4x2pvep4gkxzzekezmyzhq3x3ksue,YES,14000000
4975,osmo1e9rjjvnt67vnde503cp0wnwmffssuc0ezehfu9,NO,20191152
4976,osmo1e9gyenmtlrusl9af67mfd9tpplckzmslze9txs,NO,4039628726
4977,osmo1e92lc2xucl2nveazmnc8mgp7ksakzzw22vc8eu,NO,5312822
4978,osmo1expj9kfyk60gf5qy6kw5y4lxh9gpt8uqgj9vjq,NO,0
4979,osmo1exr7mfhd3kyr6tanln93hj0fdknlulwzugskad,YES,250230000
4980,osmo1exgtvqne7kq4nt2dgwv9hwc8q9spdkn357kwez,YES,2405631
4981,osmo1ex2qkat6r30lpat0m67al0479kynsu8kphhqq8,ABSTAIN,10008800000
4982,osmo1ex2rzhl803qa2f5tj0qu0ng5lkk0e5wm9hcdem,YES,5054289
4983,osmo1exdydtgfgfxd02z73xm9r5rvjyudg29lltvtv5,YES,1310000
4984,osmo1exw2am3hz7deqe35tjyuua2y87arqzcvy36k8k,VETO,10000000
4985,osmo1exw5plu06cu8zcy2ddzn738jj9ca4m8ap8gzgv,ABSTAIN,57923000
4986,osmo1ex0mpfpj5kj0gwh4nv8qn7ravh3k3tm3eu7x4y,YES,100132047
4987,osmo1ex6796yuumq836sdq8a0u4926a2vcpll3a95pf,YES,0
4988,osmo1ex7v2j98m0lxr5h6ecdmky9tvxep4fah4hkuzt,YES,503330122
4989,osmo1exl9ymqwlm0aftqjpveey55s7mcsv4lh50sgtc,NO,2066029
4990,osmo1e8238v24qccht9mqc2w0r4luq462yxttnk462u,ABSTAIN,351506894
4991,osmo1e8nqzcg03uz0jycq5yeuf78jk9484vzzz3f697,YES,0
4992,osmo1e859xdndcmq4hwat9lkqsf56sgnf0l650y2lm9,NO,200000000
4993,osmo1e84mqj937w2n5la7z76tr70233lx3a3t6z0nph,YES,2000000
4994,osmo1e8ck666s6dped2q0rhdepfxt3dkrck2ule2c9v,VETO,50000000
4995,osmo1e87cnhulnyfh0fncrmfyvmd3t8ndk6p9n3sfz9,YES,893641106
4996,osmo1eg3v42jpwf3d66v6rnrn9hedyd8qvhqy79vyfd,NO,45526025
4997,osmo1egjuakm03whmz3pjahrdlf3slnq9rc9zmv83m8,NO,39297025
4998,osmo1egecqa7tmvzpcpyhw28lxlkpaa2re6sneyahh8,ABSTAIN,113072361
4999,osmo1egemy4l9ykydgvk3zx76wpd2xw8j9tvpz4f0wp,YES,420000000
5000,osmo1efxkj9vlaup4vc7cjyyxm3c0qdryx05tcjjch3,YES,248756
5001,osmo1efsz4xvk80e24ntyrxsf2ptyswasr3zxggwcgq,YES,25100000
5002,osmo1efsvp7apm2utc3zlxh239a4xs5vh5ekmlnuuk2,NO,255272219
5003,osmo1efkr049k8enwqhsup89fhtx6lq66f34np8zrrv,YES,21054766
5004,osmo1efe0gn83vcxwu4vfvcw4cxuy4awll2jneg4tjf,YES,52678590
5005,osmo1efmft9z9dqzx58ps4csfrzv4aaqz5u930gvyut,VETO,72768707
5006,osmo1e2xq5279u89azhaxy457xq4eyjzfxnxfstkdd6,YES,144146267
5007,osmo1e2gjyjvnnvnfrya2htcw9dxtk2aql6sl6zznl7,YES,5017398
5008,osmo1e2fyz6qg5naaerm2n7dlewfkf266h58yzqtktk,YES,690338714
5009,osmo1etp0xd4xwma5xcchjx6l2dmmxu2nk64umhmpe9,NO,10000000
5010,osmo1etf6wkxvl2yprl2wu45dz6g932nu0m2k3wkecp,VETO,122365901
5011,osmo1etw94dytz3wtdznlg7qa3u6pzca702rvg4063m,YES,0
5012,osmo1etjhkakk2zxy3ux48r6ketrnxg2rpyaghs4e5e,VETO,617007901
5013,osmo1etn3zk8x8nhekeynkzneejg6wcjadwu5z5gda6,YES,915661065
5014,osmo1ete88ml63xg4ftwud8jv8nyqdxar2s24tcjsgy,VETO,70042443
5015,osmo1evpweceml4lg5ecyleydxd9ee5awc0j477tvq3,VETO,214158303
5016,osmo1evd88lnyl4rwslkvwxged8j53pdrwtvuvd8ngc,NO,5000000
5017,osmo1evsgs7ax6ejjntcnu035e0xzdne29tuq8z06sq,YES,150967005
5018,osmo1evj3d5qfx3nqltz8sds6ag967nt3u4jqlj5zrf,VETO,21241031
5019,osmo1evn0t7dcra6hzxfatpvvrvaf8sn7uzh5q3arrl,YES,500000000
5020,osmo1edp9sn39lrnvmhzrhuprnldhu7l32k573d3g52,YES,205467097
5021,osmo1edduud9uuvcmcfyrpxknt0nse0q64cjhzzefd2,NO,12000000
5022,osmo1edd7qt0x76utgkzvptnlt7r2xkl296tmz3xmpa,YES,58130356
5023,osmo1edssdskc39dkpq3ye78sl5g3hr9qjzydmhlqp5,YES,755295117
5024,osmo1edkrkdnfuzf28dds5cun7fkq9seg32yauhjg5h,YES,79000000
5025,osmo1edkgn2pp5ealk9wtc9az5h4cq6pafnafw9wx25,NO,10647700000
5026,osmo1ewqmehpuh68xjwcv6445u2yvn8qsd4fll3xru5,YES,2159007
5027,osmo1ewvtxa3ndpj6872twmm2n5uvvrhsknv94ms6qc,YES,0
5028,osmo1ew3tsz6gh6hnfzv9pcj8336qreqdnn2pgzpmy2,NO,39479258
5029,osmo1ew3ussp5skkxkew8jrw6emr706f6y2j3vdeny5,ABSTAIN,140000000
5030,osmo1ewj6w5r0asy82xsgmwm6c8ugv7n3gkw7ae25hr,YES,20000000
5031,osmo1ew4kycvqswf89nf99ccslwe2km2wqkmux2l7kt,YES,83632713
5032,osmo1ew4ezkyx96zwey29s37qpzsv9pg3fjnmr82xd6,NO,12098669
5033,osmo1ewu290xt5fhfz23jk34rq266ymzp6he6ahur7z,NO,500000000
5034,osmo1e0yx5kydtw5qkevclsknc37sjrxk5tm8mn9t7e,YES,86805299
5035,osmo1e0glfyaprd7z35td5yxw8sdz7psrz464hf6zwg,NO,0
5036,osmo1e0fafwjn3qp4s8g5zd6k8nz84tj9w6x8r99yrf,YES,625308404
5037,osmo1e0v5qu9hknmtpy3ha0ye9vh2pqvsdn8hhmjngp,NO,13500000
5038,osmo1e00tutjvyul8vpr20gjy74n6lawv7yf5ycpkt9,YES,140000000
5039,osmo1e00s43ktrvh55uwu8r8z7puvyzv429mlzkr6tm,YES,0
5040,osmo1e0sujdycyqnah3vkk6h4cyrpu3a8mc865mly36,YES,0
5041,osmo1e0j5tyle5clp7qjkfrgxh9jh5pr85dgvp20l3s,NO,13297981
5042,osmo1e0hjqht6egy6ucw8vntv504pt6czd97tu8uu65,YES,1000000
5043,osmo1e0crpsf5kl46z5jd4ykwpvpejecpxl38vajgzm,NO,70958473
5044,osmo1e0u3z3h74cwjcwqfyfz2h36czcacjype3kavn3,YES,3676093465
5045,osmo1es8n2lf6gqnq6as8lahl6e4as2sxa9h6gpkp7r,YES,0
5046,osmo1est2k3tz5munj6x03fu5nueqlxx7ng9kwc8638,YES,80466103
5047,osmo1esvv9uvfxxxrjw260g2e5d9g026gquwy0mhdk4,YES,2544450000
5048,osmo1es5ccya8qswgy803lms3pv0m2zxxxfa75wzmg2,YES,0
5049,osmo1es4egktjuh2q9ct98ldjn5m7wfjtgng0hwwn68,YES,1000000
5050,osmo1e3r37jr5pwhfa8690psfmly7rjnh8pcwgcfna8,ABSTAIN,4100000000
5051,osmo1e324y6rsvfevqfdv2aa2vtwyhs8detfdpjjtx4,YES,4260000
5052,osmo1e3drwqx88kafhn35cyhll58dwvnt6aaq9yftcr,YES,1253959
